timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1538058301937,20,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,19,http://10.0.10.10:9966/petclinic/api/owners/,20,0,1
1538058301959,40,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,20,http://10.0.10.10:9966/petclinic/api/pets/,40,1,0,0,0
1538058301999,40,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,22,http://10.0.10.10:9966/petclinic/api/owners/,40,0,1
1538058302040,28,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,22,http://10.0.10.10:9966/petclinic/api/pets/,28,1,0,0,0
1538058302068,25,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,23,http://10.0.10.10:9966/petclinic/api/owners/,25,0,1
1538058302093,52,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,25,http://10.0.10.10:9966/petclinic/api/pets/,52,1,0,0,0
1538058302145,16,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,26,http://10.0.10.10:9966/petclinic/api/owners/,16,0,2
1538058302161,12,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,26,http://10.0.10.10:9966/petclinic/api/pets/,12,1,0,0,0
1538058302173,10,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,26,http://10.0.10.10:9966/petclinic/api/owners/,10,0,1
1538058302183,20,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,27,http://10.0.10.10:9966/petclinic/api/pets/,20,1,0,0,0
1538058302203,81,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,30,http://10.0.10.10:9966/petclinic/api/owners/,81,0,2
1538058302284,12,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,30,http://10.0.10.10:9966/petclinic/api/pets/,12,1,0,0,0
1538058302296,81,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,1,33,http://10.0.10.10:9966/petclinic/api/owners/,81,0,1
1538058302377,29,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,1,34,http://10.0.10.10:9966/petclinic/api/pets/,29,1,0,0,0
1538058302406,39,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,2,37,http://10.0.10.10:9966/petclinic/api/owners/,39,0,1
1538058302445,21,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,2,37,http://10.0.10.10:9966/petclinic/api/pets/,21,1,0,0,0
1538058302437,32,GetAll Owners Request,200,,Spike Tests 3-9,text,true,,3242,140,2,37,http://10.0.10.10:9966/petclinic/api/owners/,32,0,0
1538058302469,7,GetAll Pets Request,200,,Spike Tests 3-9,text,true,,3508,138,2,38,http://10.0.10.10:9966/petclinic/api/pets/,7,1,0,0,0
1538058302466,15,GetAll Owners Request,200,,Spike Tests 3-10,text,true,,3242,140,2,38,http://10.0.10.10:9966/petclinic/api/owners/,15,0,0
1538058302476,13,GetAll Owners Request,200,,Spike Tests 3-9,text,true,,3242,140,2,38,http://10.0.10.10:9966/petclinic/api/owners/,13,0,0
1538058302481,11,GetAll Pets Request,200,,Spike Tests 3-10,text,true,,3508,138,2,38,http://10.0.10.10:9966/petclinic/api/pets/,11,1,0,0,0
